time = 7.8	Re = 1
0.145478	0.135772	0
0.134620	0.154520	1
0.087596	0.185653	2
0.052065	0.197196	3
0.012673	0.206532	4
-0.034157	0.209878	5
-0.082391	0.208942	6
-0.120403	0.209050	7
-0.155639	0.216826	8
-0.189044	0.231817	9
-0.220561	0.245979	10
-0.256304	0.267202	11
-0.289800	0.281834	12
-0.324405	0.292565	13
-0.357819	0.295736	14
-0.389206	0.288932	15
-0.421082	0.280764	16
-0.452554	0.260926	17
-0.484226	0.238983	18
-0.506991	0.212833	19
-0.529692	0.185731	20
-0.550363	0.152296	21
-0.570438	0.117384	22
-0.595544	0.063302	23
-0.616351	0.014850	24
-0.633914	0.006647	25
-0.641207	0.048899	26
-0.643169	0.105005	27
-0.636388	0.144557	28
-0.628007	0.183706	29
-0.612924	0.231103	30
-0.592648	0.280876	31
-0.570604	0.319267	32
-0.545995	0.357153	33
-0.512367	0.399252	34
-0.471363	0.442027	35
-0.440040	0.467272	36
-0.406858	0.491609	37
-0.366123	0.516232	38
-0.320937	0.539588	39
-0.285730	0.552351	40
-0.249362	0.564476	41
-0.220026	0.570820	42
-0.190689	0.577164	43
-0.133884	0.584886	44
-0.115657	0.575198	45
-0.080885	0.542878	46
-0.086518	0.537558	47
-0.059494	0.495348	48
-0.012506	0.480826	49
0.033033	0.488877	50
0.068860	0.522071	51
0.069160	0.557107	52
0.068133	0.589756	53
0.060254	0.642547	54
0.051700	0.696981	55
0.051707	0.696974	56
0.051713	0.696969	57
0.051653	0.696754	58
0.025207	0.697472	59
-0.019924	0.699141	60
-0.005840	0.697655	61
0.042072	0.683183	62
0.038231	0.676671	63
0.015808	0.676766	64
-0.012043	0.675287	65
-0.069648	0.660421	66
-0.113798	0.635761	67
-0.067797	0.660998	68
-0.037489	0.669018	69
0.010293	0.674086	70
0.037069	0.671134	71
0.045398	0.671278	72
0.053112	0.677609	73
0.054150	0.685329	74
0.052577	0.689909	75
0.051562	0.696544	76
0.051753	0.696921	77
0.057570	0.684518	78
0.036878	0.659061	79
0.025736	0.643966	80
0.022811	0.643427	81
0.021777	0.643685	82
0.021010	0.644114	83
0.020829	0.644724	84
0.020766	0.646918	85
0.021602	0.652631	86
0.041632	0.670386	87
0.023888	0.664673	88
0.022191	0.667861	89
-0.024170	0.666665	90
-0.054543	0.661422	91
-0.086949	0.639792	92
-0.132964	0.620989	93
-0.182594	0.604637	94
-0.230284	0.590455	95
-0.275101	0.575008	96
-0.243221	0.585560	97
-0.211015	0.595742	98
-0.261962	0.579501	99
-0.308607	0.561647	100
-0.348578	0.542991	101
-0.385814	0.523090	102
-0.415705	0.504234	103
-0.444847	0.484697	104
-0.468621	0.465242	105
-0.492382	0.445654	106
-0.527276	0.410100	107
-0.558035	0.373890	108
-0.566119	0.362050	109
-0.586638	0.330965	110
-0.606250	0.299050	111
-0.620399	0.270228	112
-0.634481	0.240857	113
-0.649196	0.201429	114
-0.662205	0.161255	115
-0.669939	0.127109	116
-0.677241	0.091780	117
-0.682982	0.037593	118
-0.684698	-0.014269	119
-0.681320	-0.068061	120
-0.674404	-0.118800	121
-0.664712	-0.162444	122
-0.652784	-0.205588	123
-0.640348	-0.238569	124
-0.626415	-0.273044	125
-0.602233	-0.319105	126
-0.576522	-0.360430	127
-0.547334	-0.400382	128
-0.517004	-0.436698	129
-0.491390	-0.462279	130
-0.464030	-0.488215	131
-0.446617	-0.500681	132
-0.420922	-0.519971	133
-0.393451	-0.540437	134
-0.371202	-0.554351	135
-0.347094	-0.570610	136
-0.321694	-0.585041	137
-0.294672	-0.601660	138
-0.274104	-0.612510	139
-0.251311	-0.626987	140
-0.221507	-0.644790	141
-0.190982	-0.665781	142
-0.148846	-0.697827	143
-0.122345	-0.717072	144
-0.093915	-0.735523	145
-0.060517	-0.749438	146
-0.010482	-0.759581	147
0.026825	-0.758502	148
0.062149	-0.754616	149
0.100431	-0.742211	150
0.132422	-0.729790	151
0.164233	-0.714225	152
0.193425	-0.700986	153
0.212793	-0.689930	154
0.238930	-0.680994	155
0.264836	-0.669228	156
0.293961	-0.658549	157
0.328344	-0.643390	158
0.361917	-0.627900	159
0.399290	-0.609086	160
0.435628	-0.588836	161
0.472590	-0.565394	162
0.508263	-0.540166	163
0.545270	-0.510309	164
0.580614	-0.477998	165
0.601849	-0.454488	166
0.626729	-0.427112	167
0.650002	-0.396782	168
0.673885	-0.363674	169
0.694895	-0.329054	170
0.715734	-0.291810	171
0.735133	-0.250547	172
0.752878	-0.207483	173
0.760855	-0.180598	174
0.772313	-0.145204	175
0.779734	-0.112416	176
0.788494	-0.073124	177
0.793347	-0.036182	178
0.797825	0.004861	179
0.799470	0.046635	180
0.799758	0.091818	181
0.797357	0.124413	182
0.794530	0.157898	183
0.789452	0.189526	184
0.783161	0.229176	185
0.775374	0.260454	186
0.767100	0.292659	187
0.757030	0.322560	188
0.744242	0.360778	189
0.731952	0.389338	190
0.719244	0.418510	191
0.703959	0.448335	192
0.687634	0.479202	193
0.670908	0.505991	194
0.653462	0.533535	195
0.633622	0.561012	196
0.612486	0.589510	197
0.574703	0.633351	198
0.553304	0.655480	199
0.531346	0.678034	200
0.508745	0.698211	201
0.485949	0.718584	202
0.460983	0.738383	203
0.434942	0.758804	204
0.386705	0.791532	205
0.359874	0.807698	206
0.332525	0.824006	207
0.304491	0.838243	208
0.275981	0.852527	209
0.244449	0.866173	210
0.211445	0.879791	211
0.181884	0.889463	212
0.152258	0.898949	213
0.119488	0.907186	214
0.086446	0.914835	215
0.053533	0.919855	216
0.020858	0.924385	217
-0.014535	0.927012	218
-0.049501	0.928928	219
-0.080579	0.928391	220
-0.111000	0.927859	221
-0.143179	0.925544	222
-0.174555	0.923296	223
-0.204273	0.919125	224
-0.233447	0.915311	225
-0.263640	0.909776	226
-0.293351	0.904439	227
-0.342410	0.892456	228
-0.393767	0.877743	229
-0.443234	0.860609	230
-0.494469	0.840169	231
-0.538059	0.819703	232
-0.582878	0.796564	233
-0.624715	0.771928	234
-0.667506	0.744521	235
