0.7777365992	-0.1039812750	0.0000000004	130
-0.7777365992	0.1039812750	-0.0000000005	131
0.8998733124	0.0197918233	0.0000000005	132
-0.8998733124	-0.0197918233	-0.0000000002	133
-0.4250648166	0.7238791480	-0.0000000021	134
0.4250648166	-0.7238791480	-0.0000000010	135
0.1879697739	0.8442834143	0.0000000008	136
-0.1879697739	-0.8442834143	0.0000000006	137
-0.1879697734	0.8442834146	-0.0000000014	138
0.1879697734	-0.8442834146	-0.0000000005	139
0.0642641004	0.9258347050	0.0000000005	140
-0.0642641004	-0.9258347050	0.0000000003	141
-0.0642641002	0.9258347052	-0.0000000008	142
0.0642641002	-0.9258347052	-0.0000000003	143
0.8701983130	-0.2521139310	-0.0000000000	144
-0.8701983130	0.2521139310	-0.0000000006	145
-0.1362810234	0.1927668046	-0.0000000004	146
0.1362810234	-0.1927668046	-0.0000000004	147
-0.1398748117	-0.1897558548	-0.0000000000	148
0.1398748117	0.1897558548	0.0000000007	149
-0.6184490227	-0.5533685875	0.0000000009	150
0.6184490227	0.5533685875	0.0000000017	151
-0.0757594535	0.7586547495	-0.0000000017	152
0.0757594535	-0.7586547495	-0.0000000003	153
0.0757594536	0.7586547495	0.0000000013	154
-0.0757594536	-0.7586547495	0.0000000003	155
-0.2994071195	0.6229800330	-0.0000000024	156
0.2994071195	-0.6229800330	-0.0000000012	157
-0.1148257331	0.5586033123	-0.0000000009	158
0.1148257331	-0.5586033123	-0.0000000005	159
0.1147990974	0.5584342227	0.0000000009	160
-0.1147990974	-0.5584342227	0.0000000004	161
0.2486844576	-0.1993689078	-0.0000000004	162
-0.2486844576	0.1993689078	-0.0000000011	163
-0.2526740709	-0.1899222962	0.0000000003	164
0.2526740709	0.1899222962	0.0000000012	165
0.8081309021	0.1552331082	0.0000000009	166
-0.8081309021	-0.1552331082	0.0000000000	167
0.4215789458	0.7319939205	0.0000000017	168
-0.4215789458	-0.7319939205	0.0000000010	169
0.7641154881	0.4966567190	0.0000000009	170
-0.7641154881	-0.4966567190	0.0000000004	171
0.7538979330	-0.3532009735	-0.0000000003	172
-0.7538979330	0.3532009734	-0.0000000011	173
-0.1111568567	-0.3104721436	0.0000000003	174
0.1111568567	0.3104721436	0.0000000007	175
0.1093676696	-0.3168123411	-0.0000000003	176
-0.1093676696	0.3168123411	-0.0000000007	177
-0.2824791210	-0.4039061390	0.0000000009	178
0.2824791210	0.4039061390	0.0000000019	179
-0.5625419213	0.4253327705	-0.0000000018	180
0.5625419213	-0.4253327705	-0.0000000008	181
-0.5784276189	-0.7045242440	0.0000000006	182
0.5784276189	0.7045242440	0.0000000010	183
-0.5915169002	0.6878594522	-0.0000000011	184
0.5915169002	-0.6878594522	-0.0000000005	185
0.3285655057	0.8621764246	0.0000000008	186
-0.3285655057	-0.8621764246	0.0000000005	187
-0.3285655049	0.8621764251	-0.0000000010	188
0.3285655049	-0.8621764251	-0.0000000005	189
-0.3658935329	-0.5105034730	0.0000000011	190
0.3658935329	0.5105034730	0.0000000020	191
-0.4978372374	-0.4673935380	0.0000000010	192
0.4978372374	0.4673935380	0.0000000019	193
0.6373236867	-0.5404142537	-0.0000000008	194
-0.6373236867	0.5404142537	-0.0000000017	195
-0.4406077081	0.4237567103	-0.0000000019	196
0.4406077081	-0.4237567103	-0.0000000009	197
-0.4095731252	0.3060604838	-0.0000000015	198
0.4095731252	-0.3060604838	-0.0000000006	199
-0.2959739226	0.3072897965	-0.0000000016	200
0.2959739226	-0.3072897965	-0.0000000007	201
0.2300662569	0.0000000005	0.0000000002	202
-0.2300662569	-0.0000000005	-0.0000000002	203
-0.6283848229	0.0813999815	-0.0000000006	204
0.6283848229	-0.0813999815	0.0000000004	205
0.6726077128	0.1714882114	0.0000000011	206
-0.6726077128	-0.1714882114	0.0000000002	207
-0.2868969450	-0.0839094987	0.0000000000	208
0.2868969450	0.0839094987	0.0000000009	209
0.2812615654	-0.0885557221	-0.0000000000	210
-0.2812615654	0.0885557221	-0.0000000007	211
0.7754891441	0.3518925872	0.0000000013	212
-0.7754891441	-0.3518925872	0.0000000006	213
0.7734426907	-0.4943691947	-0.0000000003	214
-0.7734426907	0.4943691947	-0.0000000007	215
-0.3558117428	0.4988745246	-0.0000000021	216
0.3558117428	-0.4988745246	-0.0000000011	217
0.4496884662	-0.1941625927	-0.0000000002	218
-0.4496884662	0.1941625927	-0.0000000011	219
-0.4347899041	-0.2597716659	0.0000000005	220
0.4347899041	0.2597716659	0.0000000015	221
0.3914395124	-0.0957652833	0.0000000001	222
-0.3914395124	0.0957652833	-0.0000000007	223
0.5714636199	-0.1994828249	-0.0000000001	224
-0.5714636199	0.1994828249	-0.0000000011	225
-0.2991200797	-0.6369050965	0.0000000011	226
0.2991200797	0.6369050965	0.0000000020	227
-0.3188010880	-0.2853823891	0.0000000006	228
0.3188010880	0.2853823891	0.0000000015	229
-0.1692309049	0.6787502585	-0.0000000022	230
0.1692309049	-0.6787502585	-0.0000000006	231
0.1691572246	0.6786886166	0.0000000012	232
-0.1691572246	-0.6786886166	0.0000000011	233
-0.2704551690	0.4233471451	-0.0000000020	234
0.2704551690	-0.4233471451	-0.0000000010	235
-0.5469280076	-0.0095848688	-0.0000000003	236
0.5469280076	0.0095848688	0.0000000006	237
0.8814553432	0.2696506817	0.0000000006	238
-0.8814553432	-0.2696506817	0.0000000002	239
0.5656187796	0.1170826349	0.0000000010	240
-0.5656187796	-0.1170826349	0.0000000001	241
-0.1541178734	0.4366664243	-0.0000000017	242
0.1541178734	-0.4366664243	-0.0000000010	243
-0.1562988781	-0.4356794115	0.0000000008	244
0.1562988781	0.4356794115	0.0000000016	245
-0.6541273870	-0.2971307270	0.0000000005	246
